"","team_name","color","player_tag","core_goals","core_assists","core_saves","core_shots","core_score","demo_inflicted","demo_taken","advanced_rating"
"324","TRIDENT ESPORTS","orange","RoToR",5,4,14,15,2513,4,4,1.39724614208859
"325","PANIK GAMING","blue","Junior",2,0,6,12,1371,2,2,0.790575261648012
"326","PANIK GAMING","blue","eli",2,2,5,11,1161,3,4,0.815171123575486
"327","PANIK GAMING","blue","Joel",1,3,7,8,1271,1,5,0.75156725892391
"328","RUST-EZE","orange","Hughesy",4,0,12,9,1812,1,2,1.1886918890802
"329","RUST-EZE","orange","Jackay",2,3,6,12,1465,6,2,1.00101322891811
"330","RUST-EZE","orange","caleb.",1,3,5,7,1265,4,2,0.870432013993078
"331","TISI","blue","tonio",7,1,5,14,1738,3,7,1.35764704468483
"332","TISI","blue","Pagsi",3,3,9,11,1650,1,0,1.07634013928208
"333","TISI","blue","Vis",3,4,6,13,1596,5,2,1.16747267386374
"334","BROS ON THEIR TOES","orange","Negative",3,1,7,12,1514,5,3,0.851882717227142
"335","BROS ON THEIR TOES","orange","Azmo",3,3,3,12,1264,2,3,1.02001123480198
"336","BROS ON THEIR TOES","orange","airmac",2,4,8,11,1558,2,3,1.08971448954218
"337","THE GROGANS","blue","mock",4,3,5,9,1483,7,6,1.29061040643098
"338","THE GROGANS","blue","Shorez",4,4,9,19,2054,7,3,1.45299815297282
"339","THE GROGANS","blue","Requiem",1,1,5,11,1161,7,3,0.59945604187875
"340","TRIDENT ESPORTS","orange","Smash",2,1,5,9,1290,4,11,0.747309808666961
"341","TRIDENT ESPORTS","orange","Viic",2,3,5,10,1430,6,3,0.966214766467789
"342","TRIDENT ESPORTS","orange","RoToR",3,2,11,12,1853,2,7,1.26601099691424
"343","1620 KINGS","blue","Aimz",5,3,7,14,2038,2,3,1.43044941586481
"344","1620 KINGS","blue","Jaffa",7,2,7,13,2110,5,5,1.55241306103809
"345","1620 KINGS","blue","Kuma",0,4,4,6,1007,4,2,0.602708547634192
"346","TISI","orange","tonio",4,1,3,8,1381,4,4,1.06224652981558
"347","TISI","orange","Pagsi",2,1,8,10,1386,1,1,0.856889412936679
"348","TISI","orange","Vis",1,4,2,10,1194,5,6,0.845896264559729
"349","WAZOOO","blue","Scarth",3,2,8,10,1594,7,5,0.910002117507205
"350","WAZOOO","blue","tigr",4,2,5,12,1527,10,3,1.04515898515769
"351","WAZOOO","blue","Kachow",2,3,8,14,1745,2,6,0.864923989690081
"352","RUST-EZE","orange","Hughesy",6,0,6,15,1908,4,10,1.03391723477194
"353","RUST-EZE","orange","Jackay",1,5,8,10,1560,5,4,0.894542338627367
"354","RUST-EZE","orange","caleb.",1,1,8,10,1410,5,5,0.585531441102912
"355","GROUND ZERO GAMING","blue","Torsos",6,2,8,13,1977,2,0,1.76784302987604
"356","GROUND ZERO GAMING","blue","Amphis",2,2,1,4,743,3,2,0.698490052342432
"357","GROUND ZERO GAMING","blue","Express",4,3,1,11,1144,3,4,1.27163514637931
"358","RUST-EZE","orange","caleb.",1,1,4,5,760,4,0,0.685001859624984
"359","RUST-EZE","orange","Hughesy",1,0,0,8,570,0,6,0.520933246963479
"360","RUST-EZE","orange","Jackay",1,1,5,5,753,2,2,0.713987695552227
"361","R!OT GAMING","blue","Tango",2,1,5,15,1514,5,4,0.643502982555157
"362","R!OT GAMING","blue","finn",0,2,6,15,1290,9,6,0.537621212270155
"363","R!OT GAMING","blue","kaka",3,0,4,17,1528,7,3,0.775825913155122
"364","THE GROGANS","orange","mock",5,1,10,12,2281,5,5,1.15400135982431
"365","THE GROGANS","orange","Shorez",1,2,7,7,1347,4,6,0.644272706222683
"366","THE GROGANS","orange","Requiem",1,1,13,10,1711,4,10,0.733199481950784
"367","RENEGADES","blue","CJCJ",5,2,2,18,1451,7,2,1.46587945904911
"368","RENEGADES","blue","Fever",1,4,3,11,1026,1,0,1.06009360408538
"369","RENEGADES","blue","Kamii",2,0,2,4,663,3,1,0.752039891393461
"370","1620 KINGS","orange","Jaffa",0,0,5,1,615,0,4,0.246149376715122
"371","1620 KINGS","orange","Kuma",0,0,6,5,741,1,6,0.362374928281069
"372","1620 KINGS","orange","Aimz",0,0,6,2,890,2,1,0.328973198636916
"373","BANDITS ESC","blue","zayd",3,0,9,11,1467,4,4,1.20815614651631
"374","BANDITS ESC","blue","Hawk",3,0,6,10,1294,1,5,0.96692723846561
"375","BANDITS ESC","blue","Spratt",0,6,2,7,1156,4,1,1.11470796495243
"376","FIRE BREATHING RUBBER DUCKIES","orange","mel kin",1,0,9,12,1319,3,2,0.788890330649482
"377","FIRE BREATHING RUBBER DUCKIES","orange","Baked Potato",1,1,4,5,984,3,5,0.641425031249614
"378","FIRE BREATHING RUBBER DUCKIES","orange","Laxin",0,1,5,10,1058,4,2,0.591512450086156
"379","DIRE WOLVES","blue","misty",3,0,8,9,1388,4,2,0.8642603336949
"380","DIRE WOLVES","blue","Walcott",1,2,5,14,1088,11,4,0.737467338934884
"381","DIRE WOLVES","blue","Fiberr",3,0,4,7,1120,1,8,0.815658806763342
"382","BIG GOOSE","orange","Tobee",2,2,8,8,1661,3,2,0.978167318786005
"383","BIG GOOSE","orange","Scout",1,0,4,7,848,8,6,0.494060353204625
"384","BIG GOOSE","orange","Shmoopernator",1,1,7,11,1119,3,8,0.72441936024527
"385","TEAM BLISS","blue","Snowy",2,1,15,9,2004,6,6,0.775485431394673
"386","TEAM BLISS","blue","vortexioz",4,4,8,17,2125,4,0,1.09373863510906
"387","TEAM BLISS","blue","Cobbo",3,1,8,10,1836,4,4,0.753681130342329
"388","TEAM EROS","orange","Sour",4,0,5,18,1573,1,5,0.839348442580436
"389","TEAM EROS","orange","Gus",4,3,6,23,2050,3,3,1.06919665773053
"390","TEAM EROS","orange","RemiK",2,3,5,12,1644,6,6,0.84927526437899
"391","RANCID RATS REBORN","blue","SSteve",4,6,4,13,1689,2,3,1.77855508920544
"392","RANCID RATS REBORN","blue","Lerky",4,3,7,11,1699,1,1,1.55198773941464
"393","RANCID RATS REBORN","blue","delusioN",4,2,4,13,1293,2,3,1.2884758868942
"394","HMS ENDEAVOR","orange","Homie",2,0,7,9,1009,2,2,0.785656868279528
"395","HMS ENDEAVOR","orange","ceeva",1,0,5,6,974,2,2,0.596821433752999
"396","HMS ENDEAVOR","orange","change",0,0,5,6,785,3,1,0.355681856294932
"397","FORKIDDEN","blue","Superlachie",5,1,2,8,1356,2,1,0.889167519266058
"398","FORKIDDEN","blue","Bananahead",3,3,4,16,1509,0,4,0.977004204356231
"399","FORKIDDEN","blue","Scrub",0,3,4,5,1056,1,1,0.531223904440359
"400","WILDCARD GAMING","orange","cavemanben",6,3,5,10,1674,2,1,1.37855817733507
"401","WILDCARD GAMING","orange","Siki",4,4,9,11,1968,1,1,1.36440089506277
"402","WILDCARD GAMING","orange","Decka",3,2,4,5,1229,3,1,0.911093683578208
"403","GROUND ZERO GAMING","blue","Express",1,4,2,12,984,2,4,0.816599581489568
"404","GROUND ZERO GAMING","blue","Amphis",1,2,5,14,1153,6,3,0.713869384381416
"405","GROUND ZERO GAMING","blue","Torsos",6,1,4,9,1734,3,2,1.37743750065938
"406","THE GROGANS","orange","mock",2,1,7,6,1363,3,3,0.876074501925119
"407","THE GROGANS","orange","Requiem",2,2,4,3,949,2,2,0.877558793268811
"408","THE GROGANS","orange","Shorez",2,1,8,10,1300,4,6,0.841801229266827
"409","RENEGADES","blue","Kamii",3,3,2,9,1015,5,2,1.23038845693176
"410","RENEGADES","blue","Fever",2,2,5,10,1288,3,1,1.03924612625978
"411","RENEGADES","blue","CJCJ",4,4,0,14,1140,4,2,1.43151056408045
"412","TEAM EROS","orange","Sour",0,0,2,3,546,2,3,0.182661411441056
"413","TEAM EROS","orange","RemiK",0,0,7,3,875,2,4,0.374457778128102
"414","TEAM EROS","orange","Gus",2,0,5,3,1060,1,5,0.935038238971746
"415","BANDITS ESC","blue","zayd",6,4,11,19,2336,4,2,1.40981808269145
"416","BANDITS ESC","blue","Spratt",1,3,4,6,1157,10,4,0.635652822111554
"417","BANDITS ESC","blue","Hawk",5,3,5,15,1631,3,6,1.08598041457508
"418","WILDCARD GAMING","orange","Decka",5,5,9,13,2134,5,7,1.34799121624634
"419","WILDCARD GAMING","orange","Siki",4,5,5,14,1914,2,6,1.0702561261563
"420","WILDCARD GAMING","orange","cavemanben",6,4,7,17,2137,5,4,1.34954264798782
"421","RANCID RATS REBORN","blue","delusioN",3,3,11,12,2137,3,6,1.00228618647405
"422","RANCID RATS REBORN","blue","SSteve",3,2,13,12,2195,6,11,0.956618197685596
"423","RANCID RATS REBORN","blue","Lerky",3,2,10,13,1878,5,5,1.00297634445655
"424","DIRE WOLVES","orange","Fiberr",4,3,6,19,1844,6,5,1.07052435503312
"425","DIRE WOLVES","orange","misty",2,6,12,16,2078,10,4,1.29482547787749
"426","DIRE WOLVES","orange","Walcott",5,2,3,21,1728,6,5,0.969742792296223
"427","R!OT GAMING","blue","kaka",4,2,5,13,1566,2,1,1.42036737309779
"428","R!OT GAMING","blue","Tango",3,3,3,14,1229,2,1,1.27970187914242
"429","R!OT GAMING","blue","finn",1,2,7,7,1193,2,4,0.916371055554152
"430","RUST-EZE","orange","Jackay",0,1,8,5,1020,5,2,0.58863714757043
"431","RUST-EZE","orange","Hughesy",0,1,5,4,918,0,2,0.468313859126794
"432","RUST-EZE","orange","caleb.",2,0,4,9,942,1,2,0.700402869481591
"433","TEAM BLISS","blue","Cobbo",1,3,11,11,1598,3,1,1.00223574838578
"434","TEAM BLISS","blue","Snowy",2,1,4,3,1139,7,4,0.7445828245209
"435","TEAM BLISS","blue","vortexioz",4,2,6,10,1565,3,6,1.11940894852158
"436","1620 KINGS","orange","Aimz",2,1,6,18,1375,2,4,0.849685264768095
"437","1620 KINGS","orange","Kuma",1,0,2,8,769,2,6,0.381430999269776
"438","1620 KINGS","orange","Jaffa",0,0,5,8,817,7,3,0.296144723868844
"439","FORKIDDEN","blue","Superlachie",6,3,7,21,2212,3,5,1.31856617213949
"440","FORKIDDEN","blue","Scrub",1,3,10,17,1838,3,4,0.825667757046165
"441","FORKIDDEN","blue","Bananahead",2,2,9,11,1731,8,6,0.724668946376942
"442","FIRE BREATHING RUBBER DUCKIES","orange","Baked Potato",4,3,11,15,1992,7,4,1.29341898327356
"443","FIRE BREATHING RUBBER DUCKIES","orange","Laxin",1,3,14,12,2003,3,4,0.905064643374292
"444","FIRE BREATHING RUBBER DUCKIES","orange","mel kin",2,0,9,13,1495,5,6,0.654223779030548
"445","BIG GOOSE","blue","Scout",6,4,11,14,2346,14,8,1.33351962245083
"446","BIG GOOSE","blue","Tobee",4,0,7,17,1768,7,5,0.790464679332782
"447","BIG GOOSE","blue","Shmoopernator",3,5,9,17,2233,5,8,1.21115904357146
"448","HMS ENDEAVOR","orange","ceeva",3,2,13,17,2130,6,5,1.03243172760897
"449","HMS ENDEAVOR","orange","change",5,1,3,12,1711,12,14,0.94895657885524
"450","HMS ENDEAVOR","orange","Homie",1,3,10,13,1685,3,7,0.747586620878578
"451","RENEGADES","blue","CJCJ",4,4,3,13,1553,5,2,1.25134612731236
"452","RENEGADES","blue","Fever",4,2,10,7,1698,4,7,1.28475152680863
"453","RENEGADES","blue","Kamii",2,2,9,9,1429,6,4,0.903962423530554
"454","WILDCARD GAMING","orange","Siki",2,2,8,12,1728,5,5,0.930766191249195
"455","WILDCARD GAMING","orange","Decka",5,3,3,10,1420,4,4,1.32719223852116
"456","WILDCARD GAMING","orange","cavemanben",2,3,2,11,1264,4,6,0.855795264988988
"457","GROUND ZERO GAMING","blue","Amphis",5,5,6,18,1929,3,4,1.50536635269607
"458","GROUND ZERO GAMING","blue","Torsos",5,5,3,16,1848,4,4,1.41133684599037
"459","GROUND ZERO GAMING","blue","Express",4,2,5,10,1340,3,3,0.913951304653768
"460","RANCID RATS REBORN","orange","delusioN",1,1,11,6,1279,2,5,0.659693515966177
"461","RANCID RATS REBORN","orange","Lerky",4,1,4,11,1423,4,3,0.983602945553593
"462","RANCID RATS REBORN","orange","SSteve",1,2,9,8,1389,5,2,0.759660429846961
"463","BANDITS ESC","blue","Hawk",4,2,6,21,1760,4,4,1.18820618212187
"464","BANDITS ESC","blue","Spratt",3,2,8,11,1509,8,4,1.03870154783924
"465","BANDITS ESC","blue","zayd",3,3,5,11,1407,0,7,1.05464168881859
"466","HMS ENDEAVOR","orange","Homie",5,1,9,11,1736,3,4,1.24134394120611
"467","HMS ENDEAVOR","orange","change",3,0,7,12,1418,9,6,0.849784688348888
"468","HMS ENDEAVOR","orange","ceeva",0,4,11,6,1368,3,2,0.859205413747299
"469","DIRE WOLVES","blue","misty",2,2,8,6,1345,2,2,1.06010172850083
"470","DIRE WOLVES","blue","Fiberr",3,1,3,10,1125,3,2,1.00285098441246
"471","DIRE WOLVES","blue","Walcott",2,0,2,5,677,1,2,0.738177033850616
"472","FORKIDDEN","orange","Scrub",1,0,3,6,746,2,2,0.540275902173602
"473","FORKIDDEN","orange","Bananahead",0,0,5,4,712,1,2,0.311225084421101
"474","FORKIDDEN","orange","Superlachie",0,1,2,8,565,3,2,0.443149850683811
"475","THE GROGANS","blue","Shorez",3,0,8,5,1528,2,3,1.15215028153293
"476","THE GROGANS","blue","mock",4,2,4,12,1458,5,6,1.37185799654497
"477","THE GROGANS","blue","Requiem",0,3,4,8,1060,3,2,0.774677631496792
"478","TEAM BLISS","orange","Snowy",0,2,4,10,950,4,4,0.757950870073004
"479","TEAM BLISS","orange","vortexioz",2,0,3,9,1178,3,3,0.790343847663537
"480","TEAM BLISS","orange","Cobbo",0,0,9,6,1271,4,3,0.537805788311947
"481","TEAM EROS","blue","Gus",1,5,7,7,1454,3,5,1.32900293035039
"482","TEAM EROS","blue","Sour",2,1,6,4,1137,3,8,1.10118945127507
"483","TEAM EROS","blue","RemiK",4,1,10,7,1757,1,3,1.56408735561506
"484","R!OT GAMING","orange","kaka",2,4,3,12,1267,4,4,1.16716358620223
"485","R!OT GAMING","orange","finn",5,3,0,15,1392,7,1,1.42976551024541
"486","R!OT GAMING","orange","Tango",4,1,3,14,1281,5,2,1.1653735785635
"487","BIG GOOSE","blue","Scout",2,3,4,9,1299,7,3,0.725704456370078
"488","BIG GOOSE","blue","Shmoopernator",1,3,6,16,1267,3,4,0.734501468277569
"489","BIG GOOSE","blue","Tobee",4,0,4,16,1598,3,7,0.692082986406856
"490","RUST-EZE","orange","Jackay",2,3,10,8,1548,8,6,0.857584738380041
"491","RUST-EZE","orange","caleb.",7,0,7,11,2080,5,5,1.19926931917145
"492","RUST-EZE","orange","Hughesy",1,5,10,6,1720,1,2,0.868831905141159
"493","FIRE BREATHING RUBBER DUCKIES","blue","Laxin",0,1,7,4,990,5,2,0.524080854385609
"494","FIRE BREATHING RUBBER DUCKIES","blue","mel kin",3,2,1,9,915,1,6,1.16992108431859
"495","FIRE BREATHING RUBBER DUCKIES","blue","Baked Potato",2,0,4,3,818,4,3,0.918636666601815
"496","1620 KINGS","orange","Aimz",1,0,6,9,1036,4,4,0.687277809151541
"497","1620 KINGS","orange","Jaffa",0,0,3,4,680,2,2,0.247330636181071
"498","1620 KINGS","orange","Kuma",0,0,2,4,456,5,4,0.188602162317723
"499","RANCID RATS REBORN","blue","Lerky",5,2,2,14,1395,11,3,1.08277409441676
"500","RANCID RATS REBORN","blue","delusioN",2,6,3,12,1472,4,2,1.20077431297641
"501","RANCID RATS REBORN","blue","SSteve",4,2,5,12,1754,3,5,1.04884392476726
"502","THE GROGANS","orange","Requiem",0,2,7,3,1213,2,6,0.539205347151508
"503","THE GROGANS","orange","mock",1,0,8,11,1289,3,8,0.611013688879388
"504","THE GROGANS","orange","Shorez",3,1,5,6,1211,5,4,0.888197282115339
"505","WILDCARD GAMING","blue","Decka",1,0,2,9,932,8,8,0.410318015017649
"506","WILDCARD GAMING","blue","Siki",0,0,8,4,1066,3,7,0.334849571509393
"507","WILDCARD GAMING","blue","cavemanben",1,1,6,11,1350,3,7,0.640122552056249
"508","DIRE WOLVES","orange","misty",2,2,7,9,1550,7,5,0.908388278885295
"509","DIRE WOLVES","orange","Walcott",5,1,4,11,1403,12,4,1.11910533682047
"510","DIRE WOLVES","orange","Fiberr",0,2,6,8,1181,3,5,0.579432825577148
"511","R!OT GAMING","blue","finn",2,1,5,12,1250,1,4,0.848438002136572
"512","R!OT GAMING","blue","Tango",1,0,7,6,1270,3,5,0.52103060115429
"513","R!OT GAMING","blue","kaka",0,1,3,12,1130,4,6,0.461924467446896
"514","BANDITS ESC","orange","Hawk",5,0,8,17,1797,3,6,1.14712179745915
"515","BANDITS ESC","orange","zayd",0,4,8,5,1253,7,0,0.737832766370792
"516","BANDITS ESC","orange","Spratt",1,2,3,6,1116,5,2,0.700142466619999
"517","TEAM BLISS","blue","Cobbo",2,5,8,10,1346,1,1,1.43561392761593
"518","TEAM BLISS","blue","vortexioz",7,2,3,13,1628,3,3,1.68478565514892
"519","TEAM BLISS","blue","Snowy",3,3,6,8,1384,1,5,1.34672491104598
"520","BIG GOOSE","orange","Shmoopernator",1,1,6,9,888,1,1,0.742661329789106
"521","BIG GOOSE","orange","Tobee",1,1,4,7,975,3,3,0.649255734993458
"522","BIG GOOSE","orange","Scout",2,0,6,7,957,5,1,0.779187033202573
"523","HMS ENDEAVOR","blue","Homie",0,0,4,4,702,0,1,0.280050396351375
"524","HMS ENDEAVOR","blue","ceeva",0,0,2,6,715,2,3,0.257007551750496
"525","HMS ENDEAVOR","blue","change",0,0,2,3,420,4,1,0.166438154384998
"526","FIRE BREATHING RUBBER DUCKIES","orange","Laxin",4,1,3,9,1167,1,1,1.21621371512047
"527","FIRE BREATHING RUBBER DUCKIES","orange","mel kin",3,1,4,6,1105,1,0,1.1642374696401
"528","FIRE BREATHING RUBBER DUCKIES","orange","Baked Potato",0,2,3,5,658,3,5,0.503240329611212
"529","FORKIDDEN","blue","Superlachie",3,2,7,16,1424,2,1,1.06497509644143
"530","FORKIDDEN","blue","Bananahead",4,1,9,11,1809,6,4,1.08515021782233
"531","FORKIDDEN","blue","Scrub",2,5,4,9,1441,7,3,1.23797103597993
"532","TEAM EROS","orange","Sour",4,2,4,8,1400,3,6,1.14097877443823
"533","TEAM EROS","orange","Gus",1,1,6,7,1218,3,6,0.604664142295569
"534","TEAM EROS","orange","RemiK",1,3,8,14,1496,2,3,0.944663116971331
"535","THE GROGANS","blue","mock",0,1,6,1,1034,5,3,0.500383389141382
"536","THE GROGANS","blue","Requiem",1,0,9,4,984,1,1,0.682599922518476
"537","THE GROGANS","blue","Shorez",0,0,4,0,598,1,3,0.196544604955732
"538","FORKIDDEN","orange","Superlachie",3,3,2,11,1026,2,1,1.27097366029919
"539","FORKIDDEN","orange","Bananahead",4,2,1,11,1165,5,5,1.2530103859432
"540","FORKIDDEN","orange","Scrub",0,1,1,12,610,0,1,0.449338829649623
"541","WILDCARD GAMING","blue","Siki",4,0,4,12,1489,5,1,1.16106945765664
"542","WILDCARD GAMING","blue","Decka",0,4,1,13,832,3,2,0.887146566078658
"543","WILDCARD GAMING","blue","cavemanben",2,2,6,14,1480,3,3,1.16704985774324
"544","FIRE BREATHING RUBBER DUCKIES","orange","Laxin",1,1,11,7,1387,0,4,1.00095479453783
"545","FIRE BREATHING RUBBER DUCKIES","orange","Baked Potato",1,0,10,4,1441,3,4,0.771328546334691
"546","FIRE BREATHING RUBBER DUCKIES","orange","mel kin",1,2,3,5,952,3,3,0.857481987822864
"547","R!OT GAMING","blue","finn",4,3,1,11,1181,4,2,1.29703428900799
"548","R!OT GAMING","blue","kaka",5,3,1,15,1501,3,2,1.45634166550126
"549","R!OT GAMING","blue","Tango",3,4,4,8,1122,4,3,1.32596890625266
"550","TEAM BLISS","orange","Cobbo",0,1,2,4,670,5,2,0.386554065039882
"551","TEAM BLISS","orange","Snowy",0,0,7,1,702,1,4,0.31712540541613
"552","TEAM BLISS","orange","vortexioz",1,0,5,6,973,1,5,0.629277772048007
"553","RENEGADES","blue","Kamii",4,4,8,13,1770,8,3,1.14775547345727
"554","RENEGADES","blue","CJCJ",5,2,3,21,1745,8,2,0.978437946143318
"555","RENEGADES","blue","Fever",4,4,9,15,2058,5,3,1.12707619084538
"556","FORKIDDEN","orange","Superlachie",2,2,11,11,1774,4,8,0.852712319737847
"557","FORKIDDEN","orange","Bananahead",3,2,11,9,1865,2,2,0.988341719544701
"558","FORKIDDEN","orange","Scrub",1,1,6,11,1318,2,11,0.533525774253725
"559","SPACESTATION GAMING","blue","retals",4,3,6,10,1537,8,3,1.51798552524691
"560","SPACESTATION GAMING","blue","Arsenal",5,3,7,12,1660,4,2,1.67037625372216
"561","SPACESTATION GAMING","blue","Sypical",3,3,6,9,1375,0,5,1.25013118227621
"562","VIBRANCE","orange","oath",0,0,6,7,946,6,2,0.423827493261246
"563","VIBRANCE","orange","Fefe",1,0,5,12,949,2,7,0.666190189026039
"564","VIBRANCE","orange","astro",0,0,3,9,616,2,3,0.326734209799632
"565","SPACESTATION GAMING","blue","retals",1,1,7,5,1161,6,3,0.777416761488582
"566","SPACESTATION GAMING","blue","Arsenal",0,1,6,4,920,4,1,0.498458499129469
"567","SPACESTATION GAMING","blue","Sypical",2,0,9,9,1238,2,3,0.887950287892051
"568","G2 ESPORTS","orange","JKnaps",7,5,3,16,1789,1,6,2.06027079380661
"569","G2 ESPORTS","orange","Chicago",2,4,2,13,1053,3,4,1.11451891171585
"570","G2 ESPORTS","orange","dreaz",4,2,7,12,1472,3,2,1.39077579434894
"571","SUSQUEHANNA SONIQS","blue","ZPS.",6,0,8,11,1751,6,2,1.25490329280998
"572","SUSQUEHANNA SONIQS","blue","Andy",3,2,7,10,1590,1,0,1.05441244018741
"573","SUSQUEHANNA SONIQS","blue","tcorrell",0,4,3,5,879,1,3,0.585656668077693
"574","VIBRANCE","orange","oath",3,0,1,9,995,2,2,0.664879797545604
"575","VIBRANCE","orange","Fefe",0,1,5,7,988,3,3,0.397434865954856
"576","VIBRANCE","orange","astro",0,2,7,8,1168,0,3,0.600592800484864
"577","SPACESTATION GAMING","blue","Sypical",2,1,11,9,1808,4,6,0.946304144599933
"578","SPACESTATION GAMING","blue","retals",5,4,9,13,2179,4,6,1.51321231481789
"579","SPACESTATION GAMING","blue","Arsenal",8,3,9,11,2463,7,4,1.95211969100869
"580","TORRENT","orange","kinseh",2,2,4,15,1391,4,6,0.877967688153023
"581","TORRENT","orange","majicbear",4,2,3,18,1633,6,2,1.13335369085726
"582","TORRENT","orange","Jordan",1,1,2,14,1042,6,7,0.555636030579308
"583","VIBRANCE","blue","oath",1,1,3,10,1044,8,4,0.534702697194002
"584","VIBRANCE","blue","astro",1,2,7,7,1269,1,6,0.774283544042184
"585","VIBRANCE","blue","Fefe",3,2,12,11,1817,3,3,1.2716205952578
"586","OXYGEN ESPORTS","orange","Kraziks",2,2,7,9,1647,0,2,0.897838738520335
"587","OXYGEN ESPORTS","orange","Toastie",3,2,7,13,1439,8,5,1.12905270101361
"588","OXYGEN ESPORTS","orange","Lj",4,1,4,12,1467,5,5,1.0224452011192
"589","SHOPIFY REBELLION","blue","Memory",2,4,10,13,1804,4,10,1.05499030410916
"590","SHOPIFY REBELLION","blue","BeastMode",3,3,10,17,1909,10,8,1.10695923851762
"591","SHOPIFY REBELLION","blue","rapid",4,1,6,17,1664,3,6,0.966885866414938
"592","SPACESTATION GAMING","orange","retals",6,1,7,17,2007,10,4,1.14547783771272
"593","SPACESTATION GAMING","orange","Sypical",3,5,15,14,2491,3,7,1.28161554323907
"594","SPACESTATION GAMING","orange","Arsenal",2,3,9,11,1661,11,6,0.809330850161617
"595","TRUE NEUTRAL","blue","Reysbull",2,3,2,8,943,2,2,1.00368622696281
"596","TRUE NEUTRAL","blue","ajg",5,1,8,8,1615,2,2,1.60750283676804
"597","TRUE NEUTRAL","blue","Shad",3,5,5,8,1201,7,3,1.61595170326828
"598","TEAM DVS","orange","Nitrous",2,2,3,11,1043,2,2,1.01954083551185
"599","TEAM DVS","orange","beeyu",0,3,1,7,572,2,3,0.617932217134405
"600","TEAM DVS","orange","Skillz.",3,0,3,5,978,3,6,1.00431701124639
"601","VIBRANCE","blue","astro",1,2,7,5,1150,2,3,0.63239390222128
"602","VIBRANCE","blue","Fefe",4,1,3,10,1269,8,8,1.05310265013415
"603","VIBRANCE","blue","oath",3,3,4,14,1429,0,3,1.07470430661887
"604","PITTSBURGH KNIGHTS","orange","radoko.",0,1,7,5,1096,2,4,0.416443337178774
"605","PITTSBURGH KNIGHTS","orange","AlphaKep",2,0,7,7,1343,8,4,0.624163945343073
"606","PITTSBURGH KNIGHTS","orange","sosa",1,1,2,7,993,4,2,0.443483831986699
"607","ROGUE","blue","Gyro.",2,2,7,8,1438,9,5,1.0043591437193
"608","ROGUE","blue","Turinturo",3,4,8,7,1670,3,0,1.27137470369863
"609","ROGUE","blue","Taroco.",3,2,5,17,1425,5,4,0.998416308069142
"610","INTEGRITY ESPORTS","orange","Cheese",3,5,7,13,1846,5,4,1.25220392923491
"611","INTEGRITY ESPORTS","orange","blaze.",6,3,10,11,2023,1,6,1.4881488905034
"612","INTEGRITY ESPORTS","orange","NoMansion",2,1,2,10,882,3,7,0.607194524778526
"613","EUNITED","blue",".tristn",1,0,5,13,1207,5,5,0.491760737983276
"614","EUNITED","blue","ayjacks",1,1,7,11,1244,2,4,0.607946434677112
"615","EUNITED","blue","SavvySeal",2,2,3,14,1187,3,6,0.823737099806887
"616","INTEGRITY ESPORTS","orange","Cheese",3,1,10,9,1674,8,2,1.07844010281916
"617","INTEGRITY ESPORTS","orange","blaze.",2,4,6,9,1610,6,3,1.19306692126281
"618","INTEGRITY ESPORTS","orange","NoMansion",2,1,12,11,1723,1,5,0.911592363335175
"619","AXLE-R8","blue","Bambii",1,2,3,7,844,4,1,0.587006411346852
"620","AXLE-R8","blue","Tool",4,2,5,11,1432,8,4,1.28602392911043
